gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000171488,Oran,Oran-A,A,1,1.00125,16.3874,0.061098771,22.8,0.6838940092,0.513682
ENSG00000197147,Oran,Oran-A,A,1,1.01324,15.4341,0.0656494386,18.7,0.8417763158,0.533582
ENSG00000137944,Oran,Oran-A,A,1,1.91301,5.11147,0.3742582858,69,0.4969858156,0.340708
ENSG00000153936,Oran,Oran-A,A,1,7.10125,6.47882,1.0960715068,34.7,0.3352059925,0.456583
ENSG00000142871,Oran,Oran-A,A,1,11.3942,15.7776,0.7221757428,961,0.6984368737,0.665775
ENSG00000153904,Oran,Oran-A,A,1,1.43363,2.03078,0.705950423,346,0.5040656205,0.653846
ENSG00000142867,Oran,Oran-A,A,1,1.01151,2.07035,0.4885695655,55.5,0.3719596942,0.333333
ENSG00000097096,Oran,Oran-A,A,1,19.9222,9.50543,2.0958757258,12.4,0.5371408046,0.391577
ENSG00000117155,Oran,Oran-A,A,1,2.03624,5.15246,0.3951976338,73,0.5830508475,0.338211
ENSG00000117151,Oran,Oran-A,A,1,5.08007,4.90324,1.0360639088,178,0.7570082894,0.378307
ENSG00000117133,Oran,Oran-A,A,1,2.02251,4.03552,0.5011770478,140,0.5381465517,0.376437
ENSG00000142875,Oran,Oran-A,A,1,1.53033,3.02484,0.5059209743,82.5,0.7913192461,0.372881
ENSG00000137941,Oran,Oran-A,A,1,3.17928,6.49984,0.4891320402,28.7,0.7480687831,0.385749
ENSG00000117114,Oran,Oran-A,A,1,4.29517,11.585,0.3707526975,150,0.3529177719,0.413559
ENSG00000162618,Oran,Oran-A,A,1,4.80913,5.63399,0.8535922144,45.4,0.6614951768,0.323587
ENSG00000180488,Oran,Oran-A,A,1,7.34134,13.3282,0.5508125628,14.6,0.6164041995,0.355628
ENSG00000162623,Oran,Oran-A,A,1,2.11515,3.12286,0.6773118231,81.6,0.3998091603,0.436293
ENSG00000118454,Oran,Oran-A,A,1,1.11774,6.38428,0.1750769077,99.1,0.2097606757,0.446184
ENSG00000116754,Oran,Oran-A,A,1,1.03035,5.64066,0.1826647945,457,0.3914919852,0.378378
ENSG00000066557,Oran,Oran-A,A,1,5.04973,6.78373,0.7443884117,40.7,0.2680157947,0.337209
ENSG00000033122,Oran,Oran-A,A,1,2.0262,12.9375,0.1566144928,1.64,0.9714928315,0.409623
ENSG00000116729,Oran,Oran-A,A,1,31.0226,36.6292,0.846936324,471,0.5543788187,0.61597
ENSG00000081985,Oran,Oran-A,A,1,3.56891,8.01202,0.4454444697,3.99,0.6789297659,0.486618
ENSG00000152763,Oran,Oran-A,A,1,5.17401,3.88336,1.3323539409,3.68,0.3914081146,0.302149
ENSG00000184588,Oran,Oran-A,A,1,4.02209,8.46652,0.4750582294,51.4,0.5923344948,0.500705
ENSG00000116678,Oran,Oran-A,A,1,12.9912,9.51997,1.364626149,9.38,0.7956683168,0.363948
ENSG00000162437,Oran,Oran-A,A,1,2.7568,9.09564,0.3030902718,26.5,0.6061417323,0.364706
ENSG00000203965,Oran,Oran-A,A,1,5.35873,5.70251,0.9397142662,31.5,0.7599590164,0.325
ENSG00000134709,Oran,Oran-A,A,1,1.02115,6.67766,0.1529203344,58.7,0.3122119816,0.375857
ENSG00000173406,Oran,Oran-A,A,1,1.02859,9.63618,0.1067425058,8.69,0.8038116592,0.483871
ENSG00000162396,Oran,Oran-A,A,1,4.26074,5.82608,0.731321918,82.8,0.3324866957,0.707865
ENSG00000162390,Oran,Oran-A,A,1,3.86232,7.59703,0.5083986769,44.6,0.8850898876,0.809793
ENSG00000081870,Oran,Oran-A,A,1,2.05389,2.08919,0.9831034994,55.6,0.4346057572,0.326389
ENSG00000058799,Oran,Oran-A,A,1,11.2122,10.3743,1.0807668951,151,0.4286057692,0.469055
ENSG00000162383,Oran,Oran-A,A,1,1.09706,7.44355,0.1473839767,5.85,0.8496609125,0.828877
ENSG00000174348,Oran,Oran-A,A,1,9.76511,14.6515,0.666492168,99.2,0.9010125074,0.832248
ENSG00000134744,Oran,Oran-A,A,1,9.90951,14.4505,0.6857555102,203,0.4910272277,0.341241
ENSG00000085840,Oran,Oran-A,A,1,11.3194,12.178,0.9294958121,1.34,0.8316262136,0.528389
ENSG00000117862,Oran,Oran-A,A,1,1.01183,2.94669,0.3433785027,273,0.6383890317,0.445087
ENSG00000078618,Oran,Oran-A,A,1,5.3574,13.5812,0.3944717698,282,0.4249095296,0.445026
ENSG00000085832,Oran,Oran-A,A,1,3.11498,11.2074,0.2779395756,208,0.5424757282,0.354802
ENSG00000117834,Oran,Oran-A,A,1,5.08706,11.1352,0.4568449601,3.29,0.9104989035,0.728838
ENSG00000123473,Oran,Oran-A,A,1,12.8582,13.1541,0.9775051125,8.41,0.5820846906,0.341103
ENSG00000132128,Oran,Oran-A,A,1,14.1325,15.9678,0.8850624382,256,0.248844376,0.615922
ENSG00000085998,Oran,Oran-A,A,1,2.57611,12.3663,0.2083169582,288,0.5826359833,0.683333
ENSG00000197429,Oran,Oran-A,A,1,27.1641,26.7235,1.0164873613,62.6,0.5789377289,0.372659
ENSG00000159592,Oran,Oran-A,A,1,17.3796,21.4788,0.8091513492,214,0.3575892857,0.468487
ENSG00000132773,Oran,Oran-A,A,1,1.02206,4.05599,0.2519878008,52.9,0.4158004158,0.6
ENSG00000173846,Oran,Oran-A,A,1,16.0521,33.8473,0.4742505311,11.5,0.6982921512,0.666667
ENSG00000198520,Oran,Oran-A,A,1,2.03053,5.22039,0.3889613611,14.3,0.7171805183,0.638436
ENSG00000126106,Oran,Oran-A,A,1,2.0154,2.75716,0.7309695484,131,0.5321016166,0.76087
ENSG00000196517,Oran,Oran-A,A,1,3.01903,9.412,0.3207639184,11.1,0.6773143564,0.822086
ENSG00000066135,Oran,Oran-A,A,1,5.03907,8.23093,0.6122114998,132,0.3434491979,0.542293
ENSG00000178922,Oran,Oran-A,A,1,3.14585,6.11278,0.5146349124,486,0.6198275862,0.691429
ENSG00000117400,Oran,Oran-A,A,1,5.24977,4.55526,1.1524633062,3.55,0.6652287893,0.666667
ENSG00000066056,Oran,Oran-A,A,1,10.1838,22.3592,0.4554635228,78.6,0.5836272781,0.726473
ENSG00000117395,Oran,Oran-A,A,1,5.80741,13.2101,0.4396189279,518,0.4126844694,0.59322
ENSG00000117394,Oran,Oran-A,A,1,10.0469,11.6832,0.8599441934,244,0.7110918079,0.794297
ENSG00000117385,Oran,Oran-A,A,1,3.57845,11.8352,0.3023565297,90.8,0.338562753,0.649469
ENSG00000186409,Oran,Oran-A,A,1,5.15616,11.0007,0.4687119911,11.3,0.7104933234,0.383008
ENSG00000127125,Oran,Oran-A,A,1,1.01713,7.12638,0.1427274437,174,0.4900176678,0.585209
ENSG00000066185,Oran,Oran-A,A,1,2.04911,6.62243,0.3094196541,21,0.2928479381,0.538251
ENSG00000171793,Oran,Oran-A,A,1,2.95837,8.0817,0.3660578839,81.7,0.4232824427,0.508446
ENSG00000084073,Oran,Oran-A,A,1,6.13776,15.5981,0.3934940794,160,0.3659550562,0.425824
ENSG00000117000,Oran,Oran-A,A,1,10.3919,22.956,0.4526877505,66.4,0.4472877358,0.328664
ENSG00000131238,Oran,Oran-A,A,1,1.02445,4.01665,0.2550508508,321,0.5567010309,0.566775
ENSG00000168389,Oran,Oran-A,A,1,1.0711,9.56168,0.1120200634,35.2,0.9315993266,0.701887
ENSG00000116981,Oran,Oran-A,A,1,1.01328,5.33765,0.1898363512,37.9,0.9090830721,0.745205
ENSG00000163909,Oran,Oran-A,A,1,2.11911,5.19023,0.4082882647,23.4,0.3141527002,0.696049
ENSG00000116954,Oran,Oran-A,A,1,4.05014,8.33503,0.4859178671,108,0.2379598662,0.493734
ENSG00000204084,Oran,Oran-A,A,1,15.4923,14.8424,1.0437867191,37.4,0.4485815603,0.586758
ENSG00000188786,Oran,Oran-A,A,1,2.05744,5.94065,0.346332472,22.6,0.1547169811,0.468
ENSG00000134697,Oran,Oran-A,A,1,6.0628,9.06401,0.6688871702,206,0.6061946903,0.442466
ENSG00000163879,Oran,Oran-A,A,1,1.1589,2.12635,0.5450184589,142,0.6822891566,0.711191
ENSG00000163874,Oran,Oran-A,A,1,2.31663,10.2794,0.2253662665,44.3,0.7297865169,0.732773
ENSG00000163873,Oran,Oran-A,A,1,2.37253,23.2673,0.1019684278,10.1,0.8022339382,0.766313
ENSG00000119535,Oran,Oran-A,A,1,8.29896,11.8901,0.6979722626,21.9,0.944089233,0.771257
ENSG00000116885,Oran,Oran-A,A,1,4.03175,3.11785,1.2931186555,65.3,0.5739433962,0.612137
ENSG00000196182,Oran,Oran-A,A,1,6.10341,16.776,0.3638179542,145,0.4473837209,0.764019
ENSG00000092850,Oran,Oran-A,A,1,3.01535,7.28796,0.4137440381,12.7,0.9127684564,0.74478
ENSG00000092853,Oran,Oran-A,A,1,13.4755,9.08536,1.4832103516,0.693,0.7869822485,0.399395
ENSG00000020129,Oran,Oran-A,A,1,1.03485,11.8808,0.0871027204,152,0.931169164,0.761644
ENSG00000121904,Oran,Oran-A,A,1,15.0574,73.6968,0.2043155198,0.702,0.7859198813,0.683214
ENSG00000142920,Oran,Oran-A,A,1,9.42317,7.80369,1.2075274646,53.4,0.6279049296,0.709328
ENSG00000116514,Oran,Oran-A,A,1,2.02436,10.6088,0.1908189428,198,0.4426229508,0.490741
ENSG00000134684,Oran,Oran-A,A,1,6.11941,8.65393,0.707124971,399,0.3841013825,0.589454
ENSG00000162522,Oran,Oran-A,A,1,19.1008,18.0204,1.059954274,172,0.7745630462,0.656311
ENSG00000160062,Oran,Oran-A,A,1,1.01483,3.05945,0.3317034107,34.2,0.4968619247,0.373303
ENSG00000160058,Oran,Oran-A,A,1,1.37724,11.2572,0.1223430338,288,0.3870879121,0.65035
ENSG00000160055,Oran,Oran-A,A,1,6.74335,4.94643,1.3632761406,208,0.6578209277,0.660256
ENSG00000160050,Oran,Oran-A,A,1,10.8918,14.7658,0.7376369719,59.1,0.5478790424,0.721393
ENSG00000084652,Oran,Oran-A,A,1,1.1521,6.91162,0.1666902984,127,0.3768401015,0.679752
ENSG00000121775,Oran,Oran-A,A,1,2.2923,7.63699,0.3001575228,82.6,0.659057072,0.778049
ENSG00000162511,Oran,Oran-A,A,1,1.26389,4.80735,0.262907839,140,0.8788442029,0.876923
ENSG00000162510,Oran,Oran-A,A,1,4.17449,12.2798,0.339947719,1.13,0.7226503759,0.79085
ENSG00000116353,Oran,Oran-A,A,1,7.32174,7.15805,1.0228679598,150,0.633,0.683891
ENSG00000159023,Oran,Oran-A,A,1,7.10816,12.9576,0.548570723,140,0.431698895,0.417824
ENSG00000198492,Oran,Oran-A,A,1,6.74539,8.35755,0.8071013634,126,0.3052631579,0.418182
ENSG00000117758,Oran,Oran-A,A,1,2.07926,2.29195,0.9072012915,207,0.2595986038,0.562044
ENSG00000131910,Oran,Oran-A,A,1,2.04829,4.18204,0.4897824985,55.5,0.8933363554,0.713178
ENSG00000117676,Oran,Oran-A,A,1,1.01908,14.6603,0.0695129022,140,0.6687207944,0.74094
ENSG00000158062,Oran,Oran-A,A,1,6.09936,11.1431,0.5473665318,61.5,0.6175505051,0.756198
ENSG00000130695,Oran,Oran-A,A,1,6.05779,13.986,0.4331324181,28.8,0.7709269663,0.552042
ENSG00000175087,Oran,Oran-A,A,1,9.04382,8.89812,1.0163742453,25.7,0.4153846154,0.420588
ENSG00000158006,Oran,Oran-A,A,1,3.02097,5.69582,0.5303836849,133,0.4920114943,0.62341
ENSG00000117640,Oran,Oran-A,A,1,2.19526,4.25434,0.5160048327,388,0.4578499613,0.558621
ENSG00000117643,Oran,Oran-A,A,1,6.56041,9.51789,0.6892714667,498,0.592621259,0.773649
ENSG00000157978,Oran,Oran-A,A,1,3.03217,8.45539,0.3586079412,167,0.9118884409,0.809061
ENSG00000020633,Oran,Oran-A,A,1,6.03099,5.51187,1.0941821923,7.4,0.9183958152,0.869249
ENSG00000133226,Oran,Oran-A,A,1,1.01161,7.46165,0.1355745713,165,0.4467741935,0.388584
ENSG00000117602,Oran,Oran-A,A,1,2.03088,2.18992,0.9273763425,29,0.7058314732,0.491736
ENSG00000001461,Oran,Oran-A,A,1,10.3246,24.2655,0.4254847417,91.6,0.6283928571,0.693827
ENSG00000142661,Oran,Oran-A,A,1,7.91506,36.3451,0.2177751609,0.235,0.999680988,0.704324
ENSG00000125944,Oran,Oran-A,A,1,1.00179,6.82885,0.1466996639,340,0.27248394,0.384858
ENSG00000004487,Oran,Oran-A,A,1,1.0169,12.8182,0.0793325116,118,0.3157930108,0.45977
ENSG00000184677,Oran,Oran-A,A,1,14.7761,20.8486,0.7087334401,44.2,0.2927580894,0.589516
ENSG00000142798,Oran,Oran-A,A,1,30.6124,116.961,0.2617316883,109,0.7716107383,0.759488
ENSG00000244038,Oran,Oran-A,A,1,3.35798,11.7358,0.2861313247,654,0.6009157509,0.667482
ENSG00000090432,Oran,Oran-A,A,1,1.01897,10.2515,0.0993971614,159,0.5390825688,0.713881
ENSG00000162542,Oran,Oran-A,A,1,20.9775,35.131,0.5971221998,46.2,0.7226584507,0.702422
ENSG00000127463,Oran,Oran-A,A,1,3.02768,19.1216,0.1583382144,134,0.4467391304,0.640845
ENSG00000117154,Oran,Oran-A,A,1,2.73923,9.52905,0.2874609746,33.2,0.8286105991,0.763514
ENSG00000074964,Oran,Oran-A,A,1,2.38105,29.202,0.0815372235,338,0.5603035144,0.810082
ENSG00000159363,Oran,Oran-A,A,1,8.33544,25.8189,0.3228425688,158,0.8093667546,0.813356
ENSG00000157191,Oran,Oran-A,A,1,1.26595,7.83283,0.1616210233,278,0.6499569337,0.626923
ENSG00000037637,Oran,Oran-A,A,1,1.00427,5.08091,0.1976555381,89.6,0.3009453782,0.497214
ENSG00000142627,Oran,Oran-A,A,1,4.70327,24.7163,0.1902902133,96.3,0.6129783951,0.812762
ENSG00000116809,Oran,Oran-A,A,1,3.01888,8.87367,0.340206476,142,0.1041424419,0.805486
ENSG00000116786,Oran,Oran-A,A,1,7.1052,16.3793,0.4337914319,312,0.6813,0.758
ENSG00000132906,Oran,Oran-A,A,1,4.62427,11.9848,0.3858445698,47.2,0.487602459,0.662651
ENSG00000171729,Oran,Oran-A,A,1,2.03175,5.44965,0.3728221078,53.9,0.64,0.74502
ENSG00000011021,Oran,Oran-A,A,1,2.14571,22.0762,0.0971956224,102,0.5832379863,0.684652
ENSG00000116661,Oran,Oran-A,A,1,3.059,5.23907,0.5838822539,137,0.899664903,0.861486
ENSG00000171824,Oran,Oran-A,A,1,8.06915,9.23175,0.8740650473,149,0.2315340909,0.541002
ENSG00000160049,Oran,Oran-A,A,1,12.3093,10.3393,1.1905351426,212,0.4106712565,0.63197
ENSG00000054523,Oran,Oran-A,A,1,2.35297,10.6271,0.2214122385,77.6,0.6359518349,0.521041
ENSG00000171603,Oran,Oran-A,A,1,7.07139,30.7538,0.2299354876,629,0.7710382514,0.711882
ENSG00000171608,Oran,Oran-A,A,1,1.0673,22.895,0.0466171653,32.6,0.6321695761,0.840886
ENSG00000188807,Oran,Oran-A,A,1,4.39888,20.668,0.2128353009,72.4,0.4253629764,0.813694
ENSG00000171612,Oran,Oran-A,A,1,11.1177,8.71773,1.2752975832,123,0.4326981707,0.444795
ENSG00000049239,Oran,Oran-A,A,1,6.13195,20.8357,0.2943001675,74.5,0.8267307692,0.814159
ENSG00000142599,Oran,Oran-A,A,1,3.17628,22.8979,0.138714904,503,0.4425465839,0.680591
ENSG00000162426,Oran,Oran-A,A,1,1.87942,23.9948,0.0783261373,17.1,0.8391208791,0.84595
ENSG00000116273,Oran,Oran-A,A,1,2.00616,3.66275,0.5477196096,26.1,0.5936434659,0.724252
ENSG00000162413,Oran,Oran-A,A,1,2.00982,17.9783,0.1117914375,148,0.8070435589,0.892977
ENSG00000116237,Oran,Oran-A,A,1,2.00244,2.06401,0.9701697182,250,0.5394482091,0.666667
ENSG00000198912,Oran,Oran-A,A,1,5.07566,3.77771,1.3435811643,134,0.2362876254,0.514644
ENSG00000162592,Oran,Oran-A,A,1,22.5186,21.2604,1.0591804482,6.13,0.619452398,0.770903
ENSG00000078900,Oran,Oran-A,A,1,3.47934,20.6651,0.1683679247,3,0.8224563953,0.836538
ENSG00000116213,Oran,Oran-A,A,1,2.71706,8.88583,0.3057744746,90.1,0.3884394103,0.750542
ENSG00000162591,Oran,Oran-A,A,1,33.5201,62.0813,0.5399387577,22.1,0.8584581141,0.772984
ENSG00000142611,Oran,Oran-A,A,1,10.4366,42.4114,0.2460800634,20.1,0.7330152672,0.800183
ENSG00000142606,Oran,Oran-A,A,1,11.5516,19.1408,0.6035066455,20.3,0.7422096317,0.820475
ENSG00000157911,Oran,Oran-A,A,1,7.89259,15.2316,0.5181720896,164,0.5491391679,0.841463
ENSG00000157933,Oran,Oran-A,A,1,5.97438,14.1905,0.4210126493,131,0.8395286885,0.832099
ENSG00000224051,Oran,Oran-A,A,1,4.29102,12.2021,0.3516624188,163,0.6113224638,0.869767
ENSG00000078808,Oran,Oran-A,A,1,2.97069,10.217,0.2907595184,1020,0.4534259259,0.860606
ENSG00000107929,Oran,Oran-A,A,10,4.8856,8.33685,0.5860246976,102,0.3082191781,0.477673
ENSG00000067082,Oran,Oran-A,A,10,1.01978,4.1331,0.2467348963,195,0.5367300725,0.672535
ENSG00000108021,Oran,Oran-A,A,10,54.491,41.2167,1.3220612033,65,0.4945564516,0.371104
ENSG00000134461,Oran,Oran-A,A,10,2.10709,6.16927,0.3415460824,42.7,0.2663704397,0.664804
ENSG00000170525,Oran,Oran-A,A,10,1.24449,11.463,0.1085658205,500,0.8205816388,0.798058
ENSG00000065675,Oran,Oran-A,A,10,4.02921,12.0034,0.3356723928,6.86,0.8550047438,0.60396
ENSG00000198879,Oran,Oran-A,A,10,1.1117,17.3969,0.0639021895,21.6,0.3498171846,0.581187
ENSG00000123243,Oran,Oran-A,A,10,9.48565,24.7948,0.3825661026,64.3,0.5199799197,0.733858
ENSG00000165632,Oran,Oran-A,A,10,18.226,17.9688,1.0143136993,50.6,0.2880727763,0.531618
ENSG00000107485,Oran,Oran-A,A,10,1.01738,8.39003,0.1212605914,9.33,0.9799653652,0.844244
ENSG00000048740,Oran,Oran-A,A,10,8.60966,5.47442,1.5727072457,95.2,0.6877459016,0.580448
ENSG00000148429,Oran,Oran-A,A,10,7.94277,12.7174,0.6245592653,51,0.3218427835,0.475091
ENSG00000148426,Oran,Oran-A,A,10,4.80492,14.6588,0.3277839932,8.25,0.9438690056,0.758209
ENSG00000151465,Oran,Oran-A,A,10,2.23585,8.58711,0.2603728146,431,0.3658203125,0.464407
ENSG00000123240,Oran,Oran-A,A,10,9.14891,4.26779,2.1437113822,1380,0.3391373802,0.499062
ENSG00000065328,Oran,Oran-A,A,10,16.2402,16.3924,0.9907152095,3.25,0.6765337423,0.507538
ENSG00000151474,Oran,Oran-A,A,10,2.54725,27.3618,0.093095118,66.5,0.4278822365,0.651442
ENSG00000065809,Oran,Oran-A,A,10,3.31884,5.26182,0.6307399341,399,0.6482420429,0.501629
ENSG00000152457,Oran,Oran-A,A,10,8.91553,11.4152,0.7810226715,14.7,0.4653947368,0.392799
ENSG00000148468,Oran,Oran-A,A,10,4.51408,16.4456,0.2744855767,42.2,0.7933458647,0.651515
ENSG00000077943,Oran,Oran-A,A,10,13.7482,17.585,0.7818140461,7.39,0.6857142857,0.483667
ENSG00000165983,Oran,Oran-A,A,10,5.24904,9.56291,0.5488956813,125,0.9577604303,0.442857
ENSG00000107611,Oran,Oran-A,A,10,47.2134,66.3038,0.7120768342,2.59,0.9935335325,0.464062
ENSG00000107614,Oran,Oran-A,A,10,3.20401,5.56253,0.5759986912,24.2,0.327669598,0.370968
ENSG00000136738,Oran,Oran-A,A,10,1.68429,9.77103,0.1723758908,79,0.5083333333,0.378026
ENSG00000165995,Oran,Oran-A,A,10,17.7675,12.9435,1.3726967204,93.3,0.6874522901,0.484349
ENSG00000241058,Oran,Oran-A,A,10,1.64157,4.23483,0.387635395,84.6,0.4289634146,0.347534
ENSG00000120594,Oran,Oran-A,A,10,5.05751,11.748,0.4304996595,40.6,0.7046440489,0.449057
ENSG00000078114,Oran,Oran-A,A,10,4.03303,13.099,0.3078883884,140,0.9225104167,0.423645
ENSG00000180592,Oran,Oran-A,A,10,8.78925,8.02909,1.0946757354,13.1,0.2334782609,0.567394
ENSG00000136770,Oran,Oran-A,A,10,3.11806,10.7595,0.2897959942,182,0.7785008237,0.460905
ENSG00000165309,Oran,Oran-A,A,10,4.57185,14.3643,0.3182786492,0.737,0.6717343977,0.385817
ENSG00000120549,Oran,Oran-A,A,10,5.68716,28.2003,0.201670195,70.8,0.572826087,0.533702
ENSG00000136750,Oran,Oran-A,A,10,3.14635,10.8243,0.2906746857,0.505,0.9660740979,0.525641
ENSG00000136758,Oran,Oran-A,A,10,1.02429,15.9763,0.0641130925,300,0.444284342,0.313808
ENSG00000107897,Oran,Oran-A,A,10,10.0245,7.86406,1.2747232346,162,0.4627768987,0.402041
ENSG00000150054,Oran,Oran-A,A,10,1.05771,2.63587,0.4012754802,41.8,0.5306307794,0.429703
ENSG00000165757,Oran,Oran-A,A,10,18.5132,24.8195,0.7459134954,35.3,0.625813253,0.578277
ENSG00000107951,Oran,Oran-A,A,10,14.1697,8.11784,1.7455012663,39.2,0.6041666667,0.389381
ENSG00000183621,Oran,Oran-A,A,10,17.3303,12.161,1.4250719513,64.5,0.7031593407,0.470443
ENSG00000148516,Oran,Oran-A,A,10,3.08356,13.602,0.2266990149,149,0.7462411705,0.327138
ENSG00000170759,Oran,Oran-A,A,10,16.1232,25.4584,0.6333155265,265,0.6233233979,0.360996
ENSG00000120616,Oran,Oran-A,A,10,2.10905,11.6076,0.1816956132,67.5,0.4347560976,0.3867
ENSG00000099250,Oran,Oran-A,A,10,3.61457,8.63453,0.4186180371,243,0.5959470199,0.485714
ENSG00000148498,Oran,Oran-A,A,10,5.89021,10.9311,0.5388487892,104,0.4746031746,0.466056
ENSG00000165731,Oran,Oran-A,A,10,8.93433,21.6216,0.4132131757,10.6,0.6521997207,0.769653
ENSG00000198915,Oran,Oran-A,A,10,1.01029,6.88499,0.146738049,13.3,0.8383951407,0.807851
ENSG00000172671,Oran,Oran-A,A,10,11.7482,6.91899,1.6979645873,17.7,0.54283054,0.35408
ENSG00000128805,Oran,Oran-A,A,10,5.34147,13.6314,0.3918504336,20.5,0.5213085234,0.822866
ENSG00000128815,Oran,Oran-A,A,10,21.8386,40.9024,0.53391977,5.12,0.7711056055,0.674275
ENSG00000165383,Oran,Oran-A,A,10,3.75162,7.23905,0.5182475601,5.27,0.6730704698,0.761719
ENSG00000225830,Oran,Oran-A,A,10,19.2988,13.2918,1.4519327706,39.4,0.541536864,0.471147
ENSG00000197444,Oran,Oran-A,A,10,19.5178,46.8306,0.4167745021,229,0.6737150699,0.763674
ENSG00000173269,Oran,Oran-A,A,10,18.6527,22.4597,0.8304964002,102,0.4931958474,0.770474
ENSG00000165678,Oran,Oran-A,A,10,2.02683,3.09369,0.6551496756,2500,0.4361702128,0.427326
ENSG00000148606,Oran,Oran-A,A,10,4.0245,28.1261,0.143087737,60.5,0.5938622754,0.591273
ENSG00000156671,Oran,Oran-A,A,10,2.03221,9.22256,0.2203520498,42.1,0.7472324723,0.488518
ENSG00000185009,Oran,Oran-A,A,10,22.0717,21.0259,1.0497386557,122,0.2953821656,0.395028
ENSG00000122861,Oran,Oran-A,A,10,4.21816,5.54517,0.7606908354,125,0.8223894349,0.662791
ENSG00000166507,Oran,Oran-A,A,10,1.00277,4.61946,0.217075156,132,0.2856811146,0.632353
ENSG00000166348,Oran,Oran-A,A,10,15.3646,15.9118,0.9656104275,63.2,0.730432243,0.505178
ENSG00000138279,Oran,Oran-A,A,10,3.1062,4.45935,0.6965589155,1220,0.5124055416,0.400428
ENSG00000213551,Oran,Oran-A,A,10,2.02,2.06898,0.976326499,129,0.399375,0.59387
ENSG00000122882,Oran,Oran-A,A,10,5.24517,9.28176,0.5651051094,124,0.1066602317,0.408696
ENSG00000138308,Oran,Oran-A,A,10,6.46724,10.4699,0.6176983543,13.1,0.9791347207,0.640625
ENSG00000138315,Oran,Oran-A,A,10,1.02319,6.91697,0.147924597,12.8,0.9985839834,0.648352
ENSG00000156026,Oran,Oran-A,A,10,2.0059,2.00498,1.0004588574,71.8,0.5042763158,0.487179
ENSG00000107736,Oran,Oran-A,A,10,68.4558,127.777,0.5357443045,6.89,0.6505181347,0.763811
ENSG00000107731,Oran,Oran-A,A,10,5.16306,26.5216,0.1946737753,116,0.6489864865,0.787267
ENSG00000166224,Oran,Oran-A,A,10,1.00935,5.28513,0.1909792191,83.1,0.3509371339,0.54321
ENSG00000172731,Oran,Oran-A,A,10,1.99978,3.02136,0.6618807424,107,0.6248960499,0.827027
ENSG00000099282,Oran,Oran-A,A,10,1.00505,4.50827,0.2229347399,198,0.4756423983,0.779661
ENSG00000156502,Oran,Oran-A,A,10,6.71267,7.43005,0.9034488328,167,0.4093543046,0.437103
ENSG00000198954,Oran,Oran-A,A,10,2.00492,5.12929,0.39087671,305,0.2936452514,0.491961
ENSG00000165730,Oran,Oran-A,A,10,22.6898,9.52572,2.3819511806,8.62,0.5059455587,0.39661
ENSG00000148634,Oran,Oran-A,A,10,1.01544,11.1377,0.0911714268,89.2,0.6091013825,0.319471
ENSG00000096717,Oran,Oran-A,A,10,3.01636,5.0854,0.5931411492,67.2,0.2812184024,0.288052
ENSG00000171988,Oran,Oran-A,A,10,7.09944,12.1397,0.5848118158,65.1,0.521143617,0.302653
ENSG00000138311,Oran,Oran-A,A,10,1.04434,6.2025,0.1683740427,1.99,0.9411553654,0.573333
ENSG00000182010,Oran,Oran-A,A,10,13.1829,5.53068,2.383594784,2.55,0.7980276639,0.358804
ENSG00000150347,Oran,Oran-A,A,10,8.84266,13.4926,0.6553710923,102,0.5570209974,0.555274
ENSG00000196932,Oran,Oran-A,A,10,5.19253,2.73355,1.899555523,7.75,0.7121897163,0.590786
ENSG00000151150,Oran,Oran-A,A,10,15.3964,45.7841,0.3362826833,262,0.5322825024,0.398265
ENSG00000148541,Oran,Oran-A,A,10,13.3083,5.71284,2.3295418741,13.6,0.7153019663,0.489761
ENSG00000198682,Oran,Oran-A,A,10,4.02504,6.99113,0.5757352531,191,0.9150942184,0.555738
ENSG00000107789,Oran,Oran-A,A,10,7.70534,7.73744,0.995851341,70.1,0.7521639042,0.54918
ENSG00000152766,Oran,Oran-A,A,10,1.07194,2.18064,0.4915712818,2.74,0.9033598266,0.432584
ENSG00000152782,Oran,Oran-A,A,10,3.82938,12.2471,0.3126764703,100,0.5428557273,0.580808
ENSG00000165338,Oran,Oran-A,A,10,2.01052,4.48162,0.4486145635,20.4,0.5407069288,0.332421
ENSG00000107864,Oran,Oran-A,A,10,2.11273,12.2205,0.1728840882,38.3,0.4329049611,0.660407
ENSG00000119912,Oran,Oran-A,A,10,5.90519,13.9038,0.4247177031,52.8,0.5813846859,0.405882
ENSG00000138190,Oran,Oran-A,A,10,1.00958,4.04903,0.2493387305,30.6,0.7380130418,0.365979
ENSG00000138180,Oran,Oran-A,A,10,4.62491,7.69911,0.6007070947,2.14,0.7182983683,0.380645
ENSG00000176273,Oran,Oran-A,A,10,5.05802,2.41737,2.0923648428,3.14,0.9449498567,0.476712
ENSG00000138193,Oran,Oran-A,A,10,28.1767,24.8421,1.1342318081,55.9,0.3311688312,0.500223
ENSG00000119969,Oran,Oran-A,A,10,2.04789,10.1133,0.2024947347,3.66,0.5739293981,0.360812
ENSG00000095637,Oran,Oran-A,A,10,7.25215,12.3486,0.5872851983,130,0.8737981724,0.479876
